Año,Trimestre,Provincia,Banda ancha fija,key,Periodo
2016,3,Tierra Del Fuego,31306,2016_3,Jul-Sept 2016
2016,3,Tucumán,151282,2016_3,Jul-Sept 2016
2016,2,Buenos Aires,3032776,2016_2,Abr-Jun 2016
2016,2,Capital Federal,1384824,2016_2,Abr-Jun 2016
2016,2,Catamarca,26543,2016_2,Abr-Jun 2016
2016,2,Chaco,88235,2016_2,Abr-Jun 2016
2016,2,Chubut,62116,2016_2,Abr-Jun 2016
2016,2,Córdoba,634680,2016_2,Abr-Jun 2016
2016,2,Corrientes,86932,2016_2,Abr-Jun 2016
2016,2,Entre Ríos,178194,2016_2,Abr-Jun 2016
2016,2,Formosa,28801,2016_2,Abr-Jun 2016
2016,2,Jujuy,41187,2016_2,Abr-Jun 2016
2016,2,La Pampa,68403,2016_2,Abr-Jun 2016
2016,2,La Rioja,16718,2016_2,Abr-Jun 2016
2016,2,Mendoza,169274,2016_2,Abr-Jun 2016
2016,2,Misiones,95808,2016_2,Abr-Jun 2016
2016,2,Neuquén,108224,2016_2,Abr-Jun 2016
2016,2,Río Negro,99631,2016_2,Abr-Jun 2016
2016,2,Salta,104929,2016_2,Abr-Jun 2016
2016,2,San Juan,51392,2016_2,Abr-Jun 2016
2016,2,San Luis,12939,2016_2,Abr-Jun 2016
2016,2,Santa Cruz,25797,2016_2,Abr-Jun 2016
2016,2,Santa Fe,563867,2016_2,Abr-Jun 2016
2016,2,Santiago Del Estero,36958,2016_2,Abr-Jun 2016
2016,2,Tierra Del Fuego,30740,2016_2,Abr-Jun 2016
2016,2,Tucumán,148636,2016_2,Abr-Jun 2016
2016,1,Buenos Aires,2929903,2016_1,Ene-Mar 2016
2016,1,Capital Federal,1328079,2016_1,Ene-Mar 2016
2016,1,Catamarca,26376,2016_1,Ene-Mar 2016
2016,1,Chaco,86635,2016_1,Ene-Mar 2016
2016,1,Chubut,62060,2016_1,Ene-Mar 2016
2016,1,Córdoba,609692,2016_1,Ene-Mar 2016
2016,1,Corrientes,85510,2016_1,Ene-Mar 2016
2016,1,Entre Ríos,174634,2016_1,Ene-Mar 2016
2016,1,Formosa,28313,2016_1,Ene-Mar 2016
2016,1,Jujuy,40287,2016_1,Ene-Mar 2016
2016,1,La Pampa,65442,2016_1,Ene-Mar 2016
2016,1,La Rioja,16673,2016_1,Ene-Mar 2016
2016,1,Mendoza,169257,2016_1,Ene-Mar 2016
2016,1,Misiones,92951,2016_1,Ene-Mar 2016
2016,1,Neuquén,101969,2016_1,Ene-Mar 2016
2016,1,Río Negro,98745,2016_1,Ene-Mar 2016
2016,1,Salta,102423,2016_1,Ene-Mar 2016
2016,1,San Juan,51373,2016_1,Ene-Mar 2016
2016,1,San Luis,12915,2016_1,Ene-Mar 2016
2016,1,Santa Cruz,25931,2016_1,Ene-Mar 2016
2016,1,Santa Fe,551378,2016_1,Ene-Mar 2016
2016,1,Santiago Del Estero,37695,2016_1,Ene-Mar 2016
2016,1,Tierra Del Fuego,29867,2016_1,Ene-Mar 2016
2016,1,Tucumán,146596,2016_1,Ene-Mar 2016
2015,4,Buenos Aires,2946743,2015_4,Oct-Dic 2015
2015,4,Capital Federal,1360381,2015_4,Oct-Dic 2015
2015,4,Catamarca,26459,2015_4,Oct-Dic 2015
2015,4,Chaco,86537,2015_4,Oct-Dic 2015
2015,4,Chubut,62279,2015_4,Oct-Dic 2015
2015,4,Córdoba,625835,2015_4,Oct-Dic 2015
2015,4,Corrientes,85409,2015_4,Oct-Dic 2015
2015,4,Entre Ríos,173957,2015_4,Oct-Dic 2015
2015,4,Formosa,28088,2015_4,Oct-Dic 2015
2015,4,Jujuy,39922,2015_4,Oct-Dic 2015
2015,4,La Pampa,66054,2015_4,Oct-Dic 2015
2015,4,La Rioja,16914,2015_4,Oct-Dic 2015
2015,4,Mendoza,169251,2015_4,Oct-Dic 2015
2015,4,Misiones,92846,2015_4,Oct-Dic 2015
2015,4,Neuquén,105122,2015_4,Oct-Dic 2015
2015,4,Río Negro,98655,2015_4,Oct-Dic 2015
2015,4,Salta,101917,2015_4,Oct-Dic 2015
2015,4,San Juan,51408,2015_4,Oct-Dic 2015
2015,4,San Luis,12901,2015_4,Oct-Dic 2015
2015,4,Santa Cruz,26047,2015_4,Oct-Dic 2015
2015,4,Santa Fe,561045,2015_4,Oct-Dic 2015
2015,4,Santiago Del Estero,39132,2015_4,Oct-Dic 2015
2015,4,Tierra Del Fuego,29334,2015_4,Oct-Dic 2015
2015,4,Tucumán,146053,2015_4,Oct-Dic 2015
2015,3,Buenos Aires,2916070,2015_3,Jul-Sept 2015
2015,3,Capital Federal,1362193,2015_3,Jul-Sept 2015
2015,3,Catamarca,26080,2015_3,Jul-Sept 2015
2015,3,Chaco,85354,2015_3,Jul-Sept 2015
2015,3,Chubut,62143,2015_3,Jul-Sept 2015
2015,3,Córdoba,622761,2015_3,Jul-Sept 2015
2015,3,Corrientes,84931,2015_3,Jul-Sept 2015
2015,3,Entre Ríos,172252,2015_3,Jul-Sept 2015
2015,3,Formosa,27751,2015_3,Jul-Sept 2015
2015,3,Jujuy,39548,2015_3,Jul-Sept 2015
2015,3,La Pampa,64976,2015_3,Jul-Sept 2015
2015,3,La Rioja,16753,2015_3,Jul-Sept 2015
2015,3,Mendoza,169261,2015_3,Jul-Sept 2015
2015,3,Misiones,91615,2015_3,Jul-Sept 2015
2015,3,Neuquén,98376,2015_3,Jul-Sept 2015
2015,3,Río Negro,98529,2015_3,Jul-Sept 2015
2015,3,Salta,100570,2015_3,Jul-Sept 2015
2015,3,San Juan,51409,2015_3,Jul-Sept 2015
2015,3,San Luis,12902,2015_3,Jul-Sept 2015
2015,3,Santa Cruz,25912,2015_3,Jul-Sept 2015
2015,3,Santa Fe,556097,2015_3,Jul-Sept 2015
2015,3,Santiago Del Estero,39394,2015_3,Jul-Sept 2015
2015,3,Tierra Del Fuego,33118,2015_3,Jul-Sept 2015
2015,3,Tucumán,144272,2015_3,Jul-Sept 2015
2015,2,Buenos Aires,2871079,2015_2,Abr-Jun 2015
2015,2,Capital Federal,1336391,2015_2,Abr-Jun 2015
2015,2,Catamarca,25666,2015_2,Abr-Jun 2015
2015,2,Chaco,83832,2015_2,Abr-Jun 2015
2015,2,Chubut,61745,2015_2,Abr-Jun 2015
2015,2,Córdoba,609510,2015_2,Abr-Jun 2015
2015,2,Corrientes,83288,2015_2,Abr-Jun 2015
2015,2,Entre Ríos,169309,2015_2,Abr-Jun 2015
2015,2,Formosa,27013,2015_2,Abr-Jun 2015
2015,2,Jujuy,37720,2015_2,Abr-Jun 2015
2015,2,La Pampa,63552,2015_2,Abr-Jun 2015
2015,2,La Rioja,16491,2015_2,Abr-Jun 2015
2015,2,Mendoza,169259,2015_2,Abr-Jun 2015
2015,2,Misiones,88512,2015_2,Abr-Jun 2015
2015,2,Neuquén,95644,2015_2,Abr-Jun 2015
2015,2,Río Negro,97640,2015_2,Abr-Jun 2015
2015,2,Salta,98264,2015_2,Abr-Jun 2015
2015,2,San Juan,51367,2015_2,Abr-Jun 2015
2015,2,San Luis,12904,2015_2,Abr-Jun 2015
2015,2,Santa Cruz,25384,2015_2,Abr-Jun 2015
2015,2,Santa Fe,545739,2015_2,Abr-Jun 2015
2015,2,Santiago Del Estero,39375,2015_2,Abr-Jun 2015
2015,2,Tierra Del Fuego,32960,2015_2,Abr-Jun 2015
2015,2,Tucumán,140635,2015_2,Abr-Jun 2015
2015,1,Buenos Aires,2847076,2015_1,Ene-Mar 2015
2015,1,Capital Federal,1321139,2015_1,Ene-Mar 2015
2015,1,Catamarca,25312,2015_1,Ene-Mar 2015
2015,1,Chaco,81329,2015_1,Ene-Mar 2015
2015,1,Chubut,63327,2015_1,Ene-Mar 2015
2015,1,Córdoba,596663,2015_1,Ene-Mar 2015
2015,1,Corrientes,81488,2015_1,Ene-Mar 2015
2015,1,Entre Ríos,165839,2015_1,Ene-Mar 2015
2015,1,Formosa,26657,2015_1,Ene-Mar 2015
2015,1,Jujuy,36608,2015_1,Ene-Mar 2015
2015,1,La Pampa,62155,2015_1,Ene-Mar 2015
2015,1,La Rioja,16310,2015_1,Ene-Mar 2015
2015,1,Mendoza,168355,2015_1,Ene-Mar 2015
2015,1,Misiones,85139,2015_1,Ene-Mar 2015
2015,1,Neuquén,93373,2015_1,Ene-Mar 2015
2015,1,Río Negro,96145,2015_1,Ene-Mar 2015
2015,1,Salta,96793,2015_1,Ene-Mar 2015
2015,1,San Juan,51117,2015_1,Ene-Mar 2015
2015,1,San Luis,12878,2015_1,Ene-Mar 2015
2015,1,Santa Cruz,26217,2015_1,Ene-Mar 2015
2015,1,Santa Fe,535640,2015_1,Ene-Mar 2015
2015,1,Santiago Del Estero,39244,2015_1,Ene-Mar 2015
2015,1,Tierra Del Fuego,32726,2015_1,Ene-Mar 2015
2015,1,Tucumán,138184,2015_1,Ene-Mar 2015
2014,4,Buenos Aires,2801178,2014_4,Oct-Dic 2014
2014,4,Capital Federal,1318526,2014_4,Oct-Dic 2014
2014,4,Catamarca,25472,2014_4,Oct-Dic 2014
2014,4,Chaco,65998,2014_4,Oct-Dic 2014
2014,4,Chubut,66557,2014_4,Oct-Dic 2014
2014,4,Córdoba,590113,2014_4,Oct-Dic 2014
2014,4,Corrientes,65656,2014_4,Oct-Dic 2014
2014,4,Entre Ríos,140567,2014_4,Oct-Dic 2014
2014,4,Formosa,26156,2014_4,Oct-Dic 2014
2014,4,Jujuy,35999,2014_4,Oct-Dic 2014
2014,4,La Pampa,56813,2014_4,Oct-Dic 2014
2014,4,La Rioja,16379,2014_4,Oct-Dic 2014
2014,4,Mendoza,167766,2014_4,Oct-Dic 2014
2014,4,Misiones,77222,2014_4,Oct-Dic 2014
2014,4,Neuquén,92999,2014_4,Oct-Dic 2014
2014,4,Río Negro,95050,2014_4,Oct-Dic 2014
2014,4,Salta,93921,2014_4,Oct-Dic 2014
2014,4,San Juan,51390,2014_4,Oct-Dic 2014
2014,4,San Luis,12788,2014_4,Oct-Dic 2014
2014,4,Santa Cruz,25277,2014_4,Oct-Dic 2014
2014,4,Santa Fe,528459,2014_4,Oct-Dic 2014
2014,4,Santiago Del Estero,39308,2014_4,Oct-Dic 2014
2014,4,Tierra Del Fuego,28249,2014_4,Oct-Dic 2014
2014,4,Tucumán,137329,2014_4,Oct-Dic 2014
2014,3,Buenos Aires,2835537,2014_3,Jul-Sept 2014
2014,3,Capital Federal,1307195,2014_3,Jul-Sept 2014
2014,3,Catamarca,24665,2014_3,Jul-Sept 2014
2014,3,Chaco,63710,2014_3,Jul-Sept 2014
2014,3,Chubut,67130,2014_3,Jul-Sept 2014
2014,3,Córdoba,585231,2014_3,Jul-Sept 2014
2014,3,Corrientes,63516,2014_3,Jul-Sept 2014
2014,3,Entre Ríos,136618,2014_3,Jul-Sept 2014
2014,3,Formosa,25873,2014_3,Jul-Sept 2014
2014,3,Jujuy,33739,2014_3,Jul-Sept 2014
2014,3,La Pampa,61861,2014_3,Jul-Sept 2014
2014,3,La Rioja,15893,2014_3,Jul-Sept 2014
2014,3,Mendoza,166184,2014_3,Jul-Sept 2014
2014,3,Misiones,75327,2014_3,Jul-Sept 2014
2014,3,Neuquén,100099,2014_3,Jul-Sept 2014
2014,3,Río Negro,96629,2014_3,Jul-Sept 2014
2014,3,Salta,92929,2014_3,Jul-Sept 2014
2014,3,San Juan,51031,2014_3,Jul-Sept 2014
2014,3,San Luis,12683,2014_3,Jul-Sept 2014
2014,3,Santa Cruz,25664,2014_3,Jul-Sept 2014
2014,3,Santa Fe,520196,2014_3,Jul-Sept 2014
2014,3,Santiago Del Estero,37539,2014_3,Jul-Sept 2014
2014,3,Tierra Del Fuego,28037,2014_3,Jul-Sept 2014
2014,3,Tucumán,131978,2014_3,Jul-Sept 2014
2014,2,Buenos Aires,2750430,2014_2,Abr-Jun 2014
2014,2,Capital Federal,1299502,2014_2,Abr-Jun 2014
2014,2,Catamarca,24660,2014_2,Abr-Jun 2014
2014,2,Chaco,63243,2014_2,Abr-Jun 2014
2014,2,Chubut,68503,2014_2,Abr-Jun 2014
2014,2,Córdoba,576747,2014_2,Abr-Jun 2014
2014,2,Corrientes,62925,2014_2,Abr-Jun 2014
2014,2,Entre Ríos,135468,2014_2,Abr-Jun 2014
2014,2,Formosa,25535,2014_2,Abr-Jun 2014
2014,2,Jujuy,34359,2014_2,Abr-Jun 2014
2014,2,La Pampa,55048,2014_2,Abr-Jun 2014
2014,2,La Rioja,15889,2014_2,Abr-Jun 2014
2014,2,Mendoza,165046,2014_2,Abr-Jun 2014
2014,2,Misiones,74689,2014_2,Abr-Jun 2014
2014,2,Neuquén,90053,2014_2,Abr-Jun 2014
2014,2,Río Negro,94812,2014_2,Abr-Jun 2014
2014,2,Salta,91949,2014_2,Abr-Jun 2014
2014,2,San Juan,50891,2014_2,Abr-Jun 2014
2014,2,San Luis,12691,2014_2,Abr-Jun 2014
2014,2,Santa Cruz,26710,2014_2,Abr-Jun 2014
2014,2,Santa Fe,511753,2014_2,Abr-Jun 2014
2014,2,Santiago Del Estero,38002,2014_2,Abr-Jun 2014
2014,2,Tierra Del Fuego,27443,2014_2,Abr-Jun 2014
2014,2,Tucumán,131981,2014_2,Abr-Jun 2014
2014,1,Buenos Aires,2725732,2014_1,Ene-Mar 2014
2014,1,Capital Federal,1289204,2014_1,Ene-Mar 2014
2014,1,Catamarca,24209,2014_1,Ene-Mar 2014
2014,1,Chaco,62520,2014_1,Ene-Mar 2014
2014,1,Chubut,68205,2014_1,Ene-Mar 2014
2014,1,Córdoba,566705,2014_1,Ene-Mar 2014
2014,1,Corrientes,62203,2014_1,Ene-Mar 2014
2014,1,Entre Ríos,134216,2014_1,Ene-Mar 2014
2014,1,Formosa,25335,2014_1,Ene-Mar 2014
2014,1,Jujuy,33825,2014_1,Ene-Mar 2014
2014,1,La Pampa,53601,2014_1,Ene-Mar 2014
2014,1,La Rioja,15688,2014_1,Ene-Mar 2014
2014,1,Mendoza,164084,2014_1,Ene-Mar 2014
2014,1,Misiones,73950,2014_1,Ene-Mar 2014
2014,1,Neuquén,88077,2014_1,Ene-Mar 2014
2014,1,Río Negro,93909,2014_1,Ene-Mar 2014
2014,1,Salta,91265,2014_1,Ene-Mar 2014
2014,1,San Juan,50543,2014_1,Ene-Mar 2014
2014,1,San Luis,12193,2014_1,Ene-Mar 2014
2014,1,Santa Cruz,26304,2014_1,Ene-Mar 2014
2014,1,Santa Fe,506000,2014_1,Ene-Mar 2014
2014,1,Santiago Del Estero,37124,2014_1,Ene-Mar 2014
2014,1,Tierra Del Fuego,27272,2014_1,Ene-Mar 2014
2014,1,Tucumán,129944,2014_1,Ene-Mar 2014
